id,token,postag,entity
D0179,korban,NOUN,
D0179,prihatin,NOUN,
D0179,lihat,VERB,
D0179,aspek,NOUN,
D0179,hukum,NOUN,
D0179,jahat,NOUN,
D0179,bendung,NOUN,
D0179,iring,NOUN,
D0179,kembang,NOUN,
D0179,ilmu,NOUN,
D0179,teknologi,NOUN,
D0179,peran,NOUN,
D0179,media,NOUN,
D0179,sosial,NOUN,
D0179,salah,ADJ,
D0179,sangka,VERB,
D0179,akses,NOUN,
D0179,film,NOUN,
D0179,biru,ADJ,
D0179,porno,NOUN,
D0179,kamis,NOUN,
D0179,592024,NUM,
D0179,scroll,NOUN,
D0179,to,PROPN,
D0179,continue,X,
D0179,with,X,
D0179,content,X,
D0179,kontenkonten,X,
D0179,negatif,ADJ,
D0179,seksual,NOUN,
D0179,hindar,NOUN,
D0179,picu,NOUN,
D0179,jahat,NOUN,
D0179,bukti,NOUN,
D0179,anak,NOUN,
D0179,akses,NOUN,
D0179,kontenkonten,NOUN,
D0179,pornografi,NOUN,
D0179,picu,NOUN,
D0179,tindak,NOUN,
D0179,pidana,NOUN,
D0179,konten,NOUN,
D0179,film,NOUN,
D0179,porno,NOUN,
D0179,akses,NOUN,
D0179,anakanak,NOUN,
D0179,akses,NOUN,
D0179,orang,NOUN,
D0179,dewasa,ADJ,
D0179,picu,NOUN,
D0179,tindak,NOUN,
D0179,kriminalitas,NOUN,
D0179,hadap,NOUN,
D0179,orang,NOUN,
D0179,anak,NOUN,
D0179,akses,NOUN,
D0179,lihat,VERB,
D0179,handphone,NOUN,
D0179,timbul,VERB,
D0179,efek,NOUN,
D0179,signifikan,ADJ,
D0179,hadap,NOUN,
D0179,pengaruh,NOUN,
D0179,imam,NOUN,
D0179,kontrol,NOUN,
D0179,orang,NOUN,
D0179,tua,ADJ,
D0179,timbul,ADJ,
D0179,maju,VERB,
D0179,teknologi,NOUN,
D0179,bendung,NOUN,
D0179,gaul,NOUN,
D0179,anak,NOUN,
D0179,butuh,VERB,
D0179,kontrol,NOUN,
D0179,orang,NOUN,
D0179,tua,ADJ,
D0179,pantau,NOUN,
D0179,orang,NOUN,
D0179,tua,ADJ,
D0179,tang,NOUN,
D0179,lihat,VERB,
D0179,medsos,NOUN,
D0179,natural,ADJ,
D0179,azwar,NOUN,
D0179,sangka,VERB,
D0179,hukum,NOUN,
D0179,keluarga,NOUN,
D0179,korban,NOUN,
D0179,timpal,NOUN,
D0179,ancam,NOUN,
D0179,pidana,NOUN,
D0179,ancam,NOUN,
D0179,pidana,NOUN,
D0179,beda,VERB,
D0179,orang,NOUN,
D0179,dewasa,NOUN,
D0179,anak,NOUN,
D0179,bangsa,NOUN,
D0179,tindak,NOUN,
D0179,pidana,NOUN,
D0179,negara,NOUN,
D0179,pikir,NOUN,
D0179,hidup,NOUN,
D0179,anak,NOUN,
D0179,hukum,NOUN,
D0179,adil,ADJ,
D0179,korban,NOUN,
D0179,keluarga,NOUN,
D0179,korban,NOUN,
D0179,sangka,VERB,
D0179,hukum,NOUN,
D0179,harap,NOUN,
D0179,orang,NOUN,
D0179,tua,ADJ,
D0179,kontrol,NOUN,
D0179,awas anak,NOUN,
D0179,peran,NOUN,
D0179,orang,NOUN,
D0179,dewasa,ADJ,
D0179,orang,NOUN,
D0179,tua,ADJ,
D0179,minimal,ADJ,
D0179,orang,NOUN,
D0179,tua,ADJ,
D0179,giat,VERB,
D0179,positif,ADJ,
D0179,anak,NOUN,
D0179,awas,NOUN,
D0179,pungkas,VERB,
D0180,laku,NOUN,
D0180,bunuh,VERB,
D0180,perkosa,NOUN,
D0180,aa,PROPN,
D0180,14,NUM,
D0180,orang,NOUN,
D0180,remaja,NOUN,
D0180,putri,NOUN,
D0180,kubur,NOUN,
D0180,cina,PROPN,
D0180,palembang,PROPN,
D0180,tangkap,NOUN,
D0180,sangka,NOUN,
D0180,sangka,NOUN,
D0180,rupa,NOUN,
D0180,anak,NOUN,
D0180,umur,NOUN,
D0180,korban,NOUN,
D0180,hukum,NOUN,
D0180,universitas,NOUN,
D0180,taman,NOUN,
D0180,siswa,NOUN,
D0180,palembang,PROPN,
D0180,dr,PROPN,
D0180,azwar,NOUN,
D0180,agus,NOUN,
D0180,prihatin,NOUN,
D0180,bunuh,VERB,
D0180,remaja,NOUN,
D0180,putri,NOUN,
D0180,laku,NOUN,
D0180,remaja,NOUN,
D0180,lakilaki,NOUN,
D0180,usia,NOUN,
D0180,baya,NOUN,
D0180,korban,NOUN,
D0180,prihatin,NOUN,
D0180,lihat,VERB,
D0180,aspek,NOUN,
D0180,hukum,NOUN,
D0180,jahat,NOUN,
D0180,bendung,NOUN,
D0180,iring,NOUN,
D0180,kembang,NOUN,
D0180,ilmu,NOUN,
D0180,teknologi,NOUN,
D0180,peran,NOUN,
D0180,media,NOUN,
D0180,sosial,NOUN,
D0180,salah,ADJ,
D0180,sangka,VERB,
D0180,akses,NOUN,
D0180,film,NOUN,
D0180,biru,ADJ,
D0180,porno,NOUN,
D0180,kamis,NOUN,
D0180,592024,NUM,
D0180,scroll,NOUN,
D0180,to,PROPN,
D0180,continue,X,
D0180,with,X,
D0180,content,X,
D0180,kontenkonten,X,
D0180,negatif,ADJ,
D0180,seksual,NOUN,
D0180,hindar,NOUN,
D0180,picu,NOUN,
D0180,jahat,NOUN,
D0180,bukti,NOUN,
D0180,anak,NOUN,
D0180,akses,NOUN,
D0180,kontenkonten,NOUN,
D0180,pornografi,NOUN,
D0180,picu,NOUN,
D0180,tindak,NOUN,
D0180,pidana,NOUN,
D0180,konten,NOUN,
D0180,film,NOUN,
D0180,porno,NOUN,
D0180,akses,NOUN,
D0180,anakanak,NOUN,
D0180,akses,NOUN,
D0180,orang,NOUN,
D0180,dewasa,ADJ,
D0180,picu,NOUN,
D0180,tindak,NOUN,
D0180,kriminalitas,NOUN,
D0180,hadap,NOUN,
D0180,orang,NOUN,
D0180,anak,NOUN,
D0180,akses,NOUN,
D0180,lihat,VERB,
D0180,handphone,NOUN,
D0180,timbul,VERB,
D0180,efek,NOUN,
D0180,signifikan,ADJ,
D0180,hadap,NOUN,
D0180,pengaruh,NOUN,
D0180,imam,NOUN,
D0180,kontrol,NOUN,
D0180,orang,NOUN,
D0180,tua,ADJ,
D0180,timbul,ADJ,
D0180,maju,VERB,
D0180,teknologi,NOUN,
D0180,bendung,NOUN,
D0180,gaul,NOUN,
D0180,anak,NOUN,
D0180,butuh,VERB,
D0180,kontrol,NOUN,
D0180,orang,NOUN,
D0180,tua,ADJ,
D0180,pantau,NOUN,
D0180,orang,NOUN,
D0180,tua,ADJ,
D0180,tang,NOUN,
D0180,lihat,VERB,
D0180,medsos,NOUN,
D0180,natural,ADJ,
D0180,azwar,NOUN,
D0180,sangka,VERB,
D0180,hukum,NOUN,
D0180,keluarga,NOUN,
D0180,korban,NOUN,
D0180,timpal,NOUN,
D0180,ancam,NOUN,
D0180,pidana,NOUN,
D0180,ancam,NOUN,
D0180,pidana,NOUN,
D0180,beda,VERB,
D0180,orang,NOUN,
D0180,dewasa,NOUN,
D0180,anak,NOUN,
D0180,bangsa,NOUN,
D0180,tindak,NOUN,
D0180,pidana,NOUN,
D0180,negara,NOUN,
D0180,pikir,NOUN,
D0180,hidup,NOUN,
D0180,anak,NOUN,
D0180,hukum,NOUN,
D0180,adil,ADJ,
D0180,korban,NOUN,
D0180,keluarga,NOUN,
D0180,korban,NOUN,
D0180,sangka,VERB,
D0180,hukum,NOUN,
D0180,harap,NOUN,
D0180,orang,NOUN,
D0180,tua,ADJ,
D0180,kontrol,NOUN,
D0180,awas anak,NOUN,
D0180,peran,NOUN,
D0180,orang,NOUN,
D0180,dewasa,ADJ,
D0180,orang,NOUN,
D0180,tua,ADJ,
D0180,minimal,ADJ,
D0180,orang,NOUN,
D0180,tua,ADJ,
D0180,giat,VERB,
D0180,positif,ADJ,
D0180,anak,NOUN,
D0180,awas,NOUN,
D0180,pungkas,VERB,
D0181,laku,NOUN,
D0181,bunuh,VERB,
D0181,perkosa,NOUN,
D0181,aa,PROPN,
D0181,14,NUM,
D0181,orang,NOUN,
D0181,remaja,NOUN,
D0181,putri,NOUN,
D0181,kubur,NOUN,
D0181,cina,PROPN,
D0181,palembang,PROPN,
D0181,tangkap,NOUN,
D0181,sangka,NOUN,
D0181,sangka,NOUN,
D0181,rupa,NOUN,
D0181,anak,NOUN,
D0181,umur,NOUN,
D0181,korban,NOUN,
D0181,hukum,NOUN,
D0181,universitas,NOUN,
D0181,taman,NOUN,
D0181,siswa,NOUN,
D0181,palembang,PROPN,
D0181,dr,PROPN,
D0181,azwar,NOUN,
D0181,agus,NOUN,
D0181,prihatin,NOUN,
D0181,bunuh,VERB,
D0181,remaja,NOUN,
D0181,putri,NOUN,
D0181,laku,NOUN,
D0181,remaja,NOUN,
D0181,lakilaki,NOUN,
D0181,usia,NOUN,
D0181,baya,NOUN,
D0181,korban,NOUN,
D0181,prihatin,NOUN,
D0181,lihat,VERB,
D0181,aspek,NOUN,
D0181,hukum,NOUN,
D0181,jahat,NOUN,
D0181,bendung,NOUN,
D0181,iring,NOUN,
D0181,kembang,NOUN,
D0181,ilmu,NOUN,
D0181,teknologi,NOUN,
D0181,peran,NOUN,
D0181,media,NOUN,
D0181,sosial,NOUN,
D0181,salah,ADJ,
D0181,sangka,VERB,
D0181,akses,NOUN,
D0181,film,NOUN,
D0181,biru,ADJ,
D0181,porno,NOUN,
D0181,kamis,NOUN,
D0181,592024,NUM,
D0181,scroll,NOUN,
D0181,to,PROPN,
D0181,continue,X,
D0181,with,X,
D0181,content,X,
D0181,kontenkonten,X,
D0181,negatif,ADJ,
D0181,seksual,NOUN,
D0181,hindar,NOUN,
D0181,picu,NOUN,
D0181,jahat,NOUN,
D0181,bukti,NOUN,
D0181,anak,NOUN,
D0181,akses,NOUN,
D0181,kontenkonten,NOUN,
D0181,pornografi,NOUN,
D0181,picu,NOUN,
D0181,tindak,NOUN,
D0181,pidana,NOUN,
D0181,konten,NOUN,
D0181,film,NOUN,
D0181,porno,NOUN,
D0181,akses,NOUN,
D0181,anakanak,NOUN,
D0181,akses,NOUN,
D0181,orang,NOUN,
D0181,dewasa,ADJ,
D0181,picu,NOUN,
D0181,tindak,NOUN,
D0181,kriminalitas,NOUN,
D0181,hadap,NOUN,
D0181,orang,NOUN,
D0181,anak,NOUN,
D0181,akses,NOUN,
D0181,lihat,VERB,
D0181,handphone,NOUN,
D0181,timbul,VERB,
D0181,efek,NOUN,
D0181,signifikan,ADJ,
D0181,hadap,NOUN,
D0181,pengaruh,NOUN,
D0181,imam,NOUN,
D0181,kontrol,NOUN,
D0181,orang,NOUN,
D0181,tua,ADJ,
D0181,timbul,ADJ,
D0181,maju,VERB,
D0181,teknologi,NOUN,
D0181,bendung,NOUN,
D0181,gaul,NOUN,
D0181,anak,NOUN,
D0181,butuh,VERB,
D0181,kontrol,NOUN,
D0181,orang,NOUN,
D0181,tua,ADJ,
D0181,pantau,NOUN,
D0181,orang,NOUN,
D0181,tua,ADJ,
D0181,tang,NOUN,
D0181,lihat,VERB,
D0181,medsos,NOUN,
D0181,natural,ADJ,
D0181,azwar,NOUN,
D0181,sangka,VERB,
D0181,hukum,NOUN,
D0181,keluarga,NOUN,
D0181,korban,NOUN,
D0181,timpal,NOUN,
D0181,ancam,NOUN,
D0181,pidana,NOUN,
D0181,ancam,NOUN,
D0181,pidana,NOUN,
D0181,beda,VERB,
D0181,orang,NOUN,
D0181,dewasa,NOUN,
D0181,anak,NOUN,
D0181,bangsa,NOUN,
D0181,tindak,NOUN,
D0181,pidana,NOUN,
D0181,negara,NOUN,
D0181,pikir,NOUN,
D0181,hidup,NOUN,
D0181,anak,NOUN,
D0181,hukum,NOUN,
D0181,adil,ADJ,
D0181,korban,NOUN,
D0181,keluarga,NOUN,
D0181,korban,NOUN,
D0181,sangka,VERB,
D0181,hukum,NOUN,
D0181,harap,NOUN,
D0181,orang,NOUN,
D0181,tua,ADJ,
D0181,kontrol,NOUN,
D0181,awas anak,NOUN,
D0181,peran,NOUN,
D0181,orang,NOUN,
D0181,dewasa,ADJ,
D0181,orang,NOUN,
D0181,tua,ADJ,
D0181,minimal,ADJ,
D0181,orang,NOUN,
D0181,tua,ADJ,
D0181,giat,VERB,
D0181,positif,ADJ,
D0181,anak,NOUN,
D0181,awas,NOUN,
D0181,pungkas,VERB,
D0182,laku,NOUN,
D0182,bunuh,VERB,
D0182,perkosa,NOUN,
D0182,aa,PROPN,
D0182,14,NUM,
D0182,orang,NOUN,
D0182,remaja,NOUN,
D0182,putri,NOUN,
D0182,kubur,NOUN,
D0182,cina,PROPN,
D0182,palembang,PROPN,
D0182,tangkap,NOUN,
D0182,sangka,NOUN,
D0182,sangka,NOUN,
D0182,rupa,NOUN,
D0182,anak,NOUN,
D0182,umur,NOUN,
D0182,korban,NOUN,
D0182,hukum,NOUN,
D0182,universitas,NOUN,
D0182,taman,NOUN,
D0182,siswa,NOUN,
D0182,palembang,PROPN,
D0182,dr,PROPN,
D0182,azwar,NOUN,
D0182,agus,NOUN,
D0182,prihatin,NOUN,
D0182,bunuh,VERB,
D0182,remaja,NOUN,
D0182,putri,NOUN,
D0182,laku,NOUN,
D0182,remaja,NOUN,
D0182,lakilaki,NOUN,
D0182,usia,NOUN,
D0182,baya,NOUN,
D0182,korban,NOUN,
D0182,prihatin,NOUN,
D0182,lihat,VERB,
D0182,aspek,NOUN,
D0182,hukum,NOUN,
D0182,jahat,NOUN,
D0182,bendung,NOUN,
D0182,iring,NOUN,
D0182,kembang,NOUN,
D0182,ilmu,NOUN,
D0182,teknologi,NOUN,
D0182,peran,NOUN,
D0182,media,NOUN,
D0182,sosial,NOUN,
D0182,salah,ADJ,
D0182,sangka,VERB,
D0182,akses,NOUN,
D0182,film,NOUN,
D0182,biru,ADJ,
D0182,porno,NOUN,
D0182,kamis,NOUN,
D0182,592024,NUM,
D0182,scroll,NOUN,
D0182,to,PROPN,
D0182,continue,X,
D0182,with,X,
D0182,content,X,
D0182,kontenkonten,X,
D0182,negatif,ADJ,
D0182,seksual,NOUN,
D0182,hindar,NOUN,
D0182,picu,NOUN,
D0182,jahat,NOUN,
D0182,bukti,NOUN,
D0182,anak,NOUN,
D0182,akses,NOUN,
D0182,kontenkonten,NOUN,
D0182,pornografi,NOUN,
D0182,picu,NOUN,
D0182,tindak,NOUN,
D0182,pidana,NOUN,
D0182,konten,NOUN,
D0182,film,NOUN,
D0182,porno,NOUN,
D0182,akses,NOUN,
D0182,anakanak,NOUN,
D0182,akses,NOUN,
D0182,orang,NOUN,
D0182,dewasa,ADJ,
D0182,picu,NOUN,
D0182,tindak,NOUN,
D0182,kriminalitas,NOUN,
D0182,hadap,NOUN,
D0182,orang,NOUN,
D0182,anak,NOUN,
D0182,akses,NOUN,
D0182,lihat,VERB,
D0182,handphone,NOUN,
D0182,timbul,VERB,
D0182,efek,NOUN,
D0182,signifikan,ADJ,
D0182,hadap,NOUN,
D0182,pengaruh,NOUN,
D0182,imam,NOUN,
D0182,kontrol,NOUN,
D0182,orang,NOUN,
D0182,tua,ADJ,
D0182,timbul,ADJ,
D0182,maju,VERB,
D0182,teknologi,NOUN,
D0182,bendung,NOUN,
D0182,gaul,NOUN,
D0182,anak,NOUN,
D0182,butuh,VERB,
D0182,kontrol,NOUN,
D0182,orang,NOUN,
D0182,tua,ADJ,
D0182,pantau,NOUN,
D0182,orang,NOUN,
D0182,tua,ADJ,
D0182,tang,NOUN,
D0182,lihat,VERB,
D0182,medsos,NOUN,
D0182,natural,ADJ,
D0182,azwar,NOUN,
D0182,sangka,VERB,
D0182,hukum,NOUN,
D0182,keluarga,NOUN,
D0182,korban,NOUN,
D0182,timpal,NOUN,
D0182,ancam,NOUN,
D0182,pidana,NOUN,
D0182,ancam,NOUN,
D0182,pidana,NOUN,
D0182,beda,VERB,
D0182,orang,NOUN,
D0182,dewasa,NOUN,
D0182,anak,NOUN,
D0182,bangsa,NOUN,
D0182,tindak,NOUN,
D0182,pidana,NOUN,
D0182,negara,NOUN,
D0182,pikir,NOUN,
D0182,hidup,NOUN,
D0182,anak,NOUN,
D0182,hukum,NOUN,
D0182,adil,ADJ,
D0182,korban,NOUN,
D0182,keluarga,NOUN,
D0182,korban,NOUN,
D0182,sangka,VERB,
D0182,hukum,NOUN,
D0182,harap,NOUN,
D0182,orang,NOUN,
D0182,tua,ADJ,
D0182,kontrol,NOUN,
D0182,awas anak,NOUN,
D0182,peran,NOUN,
D0182,orang,NOUN,
D0182,dewasa,ADJ,
D0182,orang,NOUN,
D0182,tua,ADJ,
D0182,minimal,ADJ,
D0182,orang,NOUN,
D0182,tua,ADJ,
D0182,giat,VERB,
D0182,positif,ADJ,
D0182,anak,NOUN,
D0182,awas,NOUN,
D0182,pungkas,VERB,
D0183,laku,NOUN,
D0183,bunuh,VERB,
D0183,perkosa,NOUN,
D0183,aa,PROPN,
D0183,14,NUM,
D0183,orang,NOUN,
D0183,remaja,NOUN,
D0183,putri,NOUN,
D0183,kubur,NOUN,
D0183,cina,PROPN,
D0183,palembang,PROPN,
D0183,tangkap,NOUN,
D0183,sangka,NOUN,
D0183,sangka,NOUN,
D0183,rupa,NOUN,
D0183,anak,NOUN,
D0183,umur,NOUN,
D0183,korban,NOUN,
D0183,hukum,NOUN,
D0183,universitas,NOUN,
D0183,taman,NOUN,
D0183,siswa,NOUN,
D0183,palembang,PROPN,
D0183,dr,PROPN,
D0183,azwar,NOUN,
D0183,agus,NOUN,
D0183,prihatin,NOUN,
D0183,bunuh,VERB,
D0183,remaja,NOUN,
D0183,putri,NOUN,
D0183,laku,NOUN,
D0183,remaja,NOUN,
D0183,lakilaki,NOUN,
D0183,usia,NOUN,
D0183,baya,NOUN,
D0183,korban,NOUN,
D0183,prihatin,NOUN,
D0183,lihat,VERB,
D0183,aspek,NOUN,
D0183,hukum,NOUN,
D0183,jahat,NOUN,
D0183,bendung,NOUN,
D0183,iring,NOUN,
D0183,kembang,NOUN,
D0183,ilmu,NOUN,
D0183,teknologi,NOUN,
D0183,peran,NOUN,
D0183,media,NOUN,
D0183,sosial,NOUN,
D0183,salah,ADJ,
D0183,sangka,VERB,
D0183,akses,NOUN,
D0183,film,NOUN,
D0183,biru,ADJ,
D0183,porno,NOUN,
D0183,kamis,NOUN,
D0183,592024,NUM,
D0183,scroll,NOUN,
D0183,to,PROPN,
D0183,continue,X,
D0183,with,X,
D0183,content,X,
D0183,kontenkonten,X,
D0183,negatif,ADJ,
D0183,seksual,NOUN,
D0183,hindar,NOUN,
D0183,picu,NOUN,
D0183,jahat,NOUN,
D0183,bukti,NOUN,
D0183,anak,NOUN,
D0183,akses,NOUN,
D0183,kontenkonten,NOUN,
D0183,pornografi,NOUN,
D0183,picu,NOUN,
D0183,tindak,NOUN,
D0183,pidana,NOUN,
D0183,konten,NOUN,
D0183,film,NOUN,
D0183,porno,NOUN,
D0183,akses,NOUN,
D0183,anakanak,NOUN,
D0183,akses,NOUN,
D0183,orang,NOUN,
D0183,dewasa,ADJ,
D0183,picu,NOUN,
D0183,tindak,NOUN,
D0183,kriminalitas,NOUN,
D0183,hadap,NOUN,
D0183,orang,NOUN,
D0183,anak,NOUN,
D0183,akses,NOUN,
D0183,lihat,VERB,
D0183,handphone,NOUN,
D0183,timbul,VERB,
D0183,efek,NOUN,
D0183,signifikan,ADJ,
D0183,hadap,NOUN,
D0183,pengaruh,NOUN,
D0183,imam,NOUN,
D0183,kontrol,NOUN,
D0183,orang,NOUN,
D0183,tua,ADJ,
D0183,timbul,ADJ,
D0183,maju,VERB,
D0183,teknologi,NOUN,
D0183,bendung,NOUN,
D0183,gaul,NOUN,
D0183,anak,NOUN,
D0183,butuh,VERB,
D0183,kontrol,NOUN,
D0183,orang,NOUN,
D0183,tua,ADJ,
D0183,pantau,NOUN,
D0183,orang,NOUN,
D0183,tua,ADJ,
D0183,tang,NOUN,
D0183,lihat,VERB,
D0183,medsos,NOUN,
D0183,natural,ADJ,
D0183,azwar,NOUN,
D0183,sangka,VERB,
D0183,hukum,NOUN,
D0183,keluarga,NOUN,
D0183,korban,NOUN,
D0183,timpal,NOUN,
D0183,ancam,NOUN,
D0183,pidana,NOUN,
D0183,ancam,NOUN,
D0183,pidana,NOUN,
D0183,beda,VERB,
D0183,orang,NOUN,
D0183,dewasa,NOUN,
D0183,anak,NOUN,
D0183,bangsa,NOUN,
D0183,tindak,NOUN,
D0183,pidana,NOUN,
D0183,negara,NOUN,
D0183,pikir,NOUN,
D0183,hidup,NOUN,
D0183,anak,NOUN,
D0183,hukum,NOUN,
D0183,adil,ADJ,
D0183,korban,NOUN,
D0183,keluarga,NOUN,
D0183,korban,NOUN,
D0183,sangka,VERB,
D0183,hukum,NOUN,
D0183,harap,NOUN,
D0183,orang,NOUN,
D0183,tua,ADJ,
D0183,kontrol,NOUN,
D0183,awas anak,NOUN,
D0183,peran,NOUN,
D0183,orang,NOUN,
D0183,dewasa,ADJ,
D0183,orang,NOUN,
D0183,tua,ADJ,
D0183,minimal,ADJ,
D0183,orang,NOUN,
D0183,tua,ADJ,
D0183,giat,VERB,
D0183,positif,ADJ,
D0183,anak,NOUN,
D0183,awas,NOUN,
D0183,pungkas,VERB,
D0184,laku,NOUN,
D0184,bunuh,VERB,
D0184,perkosa,NOUN,
D0184,aa,PROPN,
D0184,14,NUM,
D0184,orang,NOUN,
D0184,remaja,NOUN,
D0184,putri,NOUN,
D0184,kubur,NOUN,
D0184,cina,PROPN,
D0184,palembang,PROPN,
D0184,tangkap,NOUN,
D0184,sangka,NOUN,
D0184,sangka,NOUN,
D0184,rupa,NOUN,
D0184,anak,NOUN,
D0184,umur,NOUN,
D0184,korban,NOUN,
D0184,hukum,NOUN,
D0184,universitas,NOUN,
D0184,taman,NOUN,
D0184,siswa,NOUN,
D0184,palembang,PROPN,
D0184,dr,PROPN,
D0184,azwar,NOUN,
D0184,agus,NOUN,
D0184,prihatin,NOUN,
D0184,bunuh,VERB,
D0184,remaja,NOUN,
D0184,putri,NOUN,
D0184,laku,NOUN,
D0184,remaja,NOUN,
D0184,lakilaki,NOUN,
D0184,usia,NOUN,
D0184,baya,NOUN,
D0184,korban,NOUN,
D0184,prihatin,NOUN,
D0184,lihat,VERB,
D0184,aspek,NOUN,
D0184,hukum,NOUN,
D0184,jahat,NOUN,
D0184,bendung,NOUN,
D0184,iring,NOUN,
D0184,kembang,NOUN,
D0184,ilmu,NOUN,
D0184,teknologi,NOUN,
D0184,peran,NOUN,
D0184,media,NOUN,
D0184,sosial,NOUN,
D0184,salah,ADJ,
D0184,sangka,VERB,
D0184,akses,NOUN,
D0184,film,NOUN,
D0184,biru,ADJ,
D0184,porno,NOUN,
D0184,kamis,NOUN,
D0184,592024,NUM,
D0184,scroll,NOUN,
D0184,to,PROPN,
D0184,continue,X,
D0184,with,X,
D0184,content,X,
D0184,kontenkonten,X,
D0184,negatif,ADJ,
D0184,seksual,NOUN,
D0184,hindar,NOUN,
D0184,picu,NOUN,
D0184,jahat,NOUN,
D0184,bukti,NOUN,
D0184,anak,NOUN,
D0184,akses,NOUN,
D0184,kontenkonten,NOUN,
D0184,pornografi,NOUN,
D0184,picu,NOUN,
D0184,tindak,NOUN,
D0184,pidana,NOUN,
D0184,konten,NOUN,
D0184,film,NOUN,
D0184,porno,NOUN,
D0184,akses,NOUN,
D0184,anakanak,NOUN,
D0184,akses,NOUN,
D0184,orang,NOUN,
D0184,dewasa,ADJ,
D0184,picu,NOUN,
D0184,tindak,NOUN,
D0184,kriminalitas,NOUN,
D0184,hadap,NOUN,
D0184,orang,NOUN,
D0184,anak,NOUN,
D0184,akses,NOUN,
D0184,lihat,VERB,
D0184,handphone,NOUN,
D0184,timbul,VERB,
D0184,efek,NOUN,
D0184,signifikan,ADJ,
D0184,hadap,NOUN,
D0184,pengaruh,NOUN,
D0184,imam,NOUN,
D0184,kontrol,NOUN,
D0184,orang,NOUN,
D0184,tua,ADJ,
D0184,timbul,ADJ,
D0184,maju,VERB,
D0184,teknologi,NOUN,
D0184,bendung,NOUN,
D0184,gaul,NOUN,
D0184,anak,NOUN,
D0184,butuh,VERB,
D0184,kontrol,NOUN,
D0184,orang,NOUN,
D0184,tua,ADJ,
D0184,pantau,NOUN,
D0184,orang,NOUN,
D0184,tua,ADJ,
D0184,tang,NOUN,
D0184,lihat,VERB,
D0184,medsos,NOUN,
D0184,natural,ADJ,
D0184,azwar,NOUN,
D0184,sangka,VERB,
D0184,hukum,NOUN,
D0184,keluarga,NOUN,
D0184,korban,NOUN,
D0184,timpal,NOUN,
D0184,ancam,NOUN,
D0184,pidana,NOUN,
D0184,ancam,NOUN,
D0184,pidana,NOUN,
D0184,beda,VERB,
D0184,orang,NOUN,
D0184,dewasa,NOUN,
D0184,anak,NOUN,
D0184,bangsa,NOUN,
D0184,tindak,NOUN,
D0184,pidana,NOUN,
D0184,negara,NOUN,
D0184,pikir,NOUN,
D0184,hidup,NOUN,
D0184,anak,NOUN,
D0184,hukum,NOUN,
D0184,adil,ADJ,
D0184,korban,NOUN,
D0184,keluarga,NOUN,
D0184,korban,NOUN,
D0184,sangka,VERB,
D0184,hukum,NOUN,
D0184,harap,NOUN,
D0184,orang,NOUN,
D0184,tua,ADJ,
D0184,kontrol,NOUN,
D0184,awas anak,NOUN,
D0184,peran,NOUN,
D0184,orang,NOUN,
D0184,dewasa,ADJ,
D0184,orang,NOUN,
D0184,tua,ADJ,
D0184,minimal,ADJ,
D0184,orang,NOUN,
D0184,tua,ADJ,
D0184,giat,VERB,
D0184,positif,ADJ,
D0184,anak,NOUN,
D0184,awas,NOUN,
D0184,pungkas,VERB,
D0185,laku,NOUN,
D0185,bunuh,VERB,
D0185,perkosa,NOUN,
D0185,aa,PROPN,
D0185,14,NUM,
D0185,orang,NOUN,
D0185,remaja,NOUN,
D0185,putri,NOUN,
D0185,kubur,NOUN,
D0185,cina,PROPN,
D0185,palembang,PROPN,
D0185,tangkap,NOUN,
D0185,sangka,NOUN,
D0185,sangka,NOUN,
D0185,rupa,NOUN,
D0185,anak,NOUN,
D0185,umur,NOUN,
D0185,korban,NOUN,
D0185,hukum,NOUN,
D0185,universitas,NOUN,
D0185,taman,NOUN,
D0185,siswa,NOUN,
D0185,palembang,PROPN,
D0185,dr,PROPN,
D0185,azwar,NOUN,
D0185,agus,NOUN,
D0185,prihatin,NOUN,
D0185,bunuh,VERB,
D0185,remaja,NOUN,
D0185,putri,NOUN,
D0185,laku,NOUN,
D0185,remaja,NOUN,
D0185,lakilaki,NOUN,
D0185,usia,NOUN,
D0185,baya,NOUN,
D0185,korban,NOUN,
D0185,prihatin,NOUN,
D0185,lihat,VERB,
D0185,aspek,NOUN,
D0185,hukum,NOUN,
D0185,jahat,NOUN,
D0185,bendung,NOUN,
D0185,iring,NOUN,
D0185,kembang,NOUN,
D0185,ilmu,NOUN,
D0185,teknologi,NOUN,
D0185,peran,NOUN,
D0185,media,NOUN,
D0185,sosial,NOUN,
D0185,salah,ADJ,
D0185,sangka,VERB,
D0185,akses,NOUN,
D0185,film,NOUN,
D0185,biru,ADJ,
D0185,porno,NOUN,
D0185,kamis,NOUN,
D0185,592024,NUM,
D0185,scroll,NOUN,
D0185,to,PROPN,
D0185,continue,X,
D0185,with,X,
D0185,content,X,
D0185,kontenkonten,X,
D0185,negatif,ADJ,
D0185,seksual,NOUN,
D0185,hindar,NOUN,
D0185,picu,NOUN,
D0185,jahat,NOUN,
D0185,bukti,NOUN,
D0185,anak,NOUN,
D0185,akses,NOUN,
D0185,kontenkonten,NOUN,
D0185,pornografi,NOUN,
D0185,picu,NOUN,
D0185,tindak,NOUN,
D0185,pidana,NOUN,
D0185,konten,NOUN,
D0185,film,NOUN,
D0185,porno,NOUN,
